iteration,train_auc,validation_auc
95.0,0.833561623823526,0.7464792166955441
96.0,0.8341299888037251,0.7466109382968734
97.0,0.8346173652774953,0.7469122092414524
98.0,0.8351849689215985,0.7472132099878749
99.0,0.835839232474352,0.7474468638437715
100.0,0.8363180466755079,0.747422140712445
101.0,0.8368569512589542,0.7476066860533844
102.0,0.8374180118261756,0.7478189267053725
103.0,0.8379083343396211,0.7480861526822233
104.0,0.8384655992602197,0.7483521627673695
105.0,0.838965741905916,0.7486122284930711
106.0,0.839582975836384,0.7489807787786368
107.0,0.839995763440473,0.7491243890988554
108.0,0.8405484051752141,0.749527794946619
109.0,0.8411762757433112,0.749879052550164
110.0,0.8415822113225374,0.7501057488035288
111.0,0.8421470454686688,0.7503354172366159
112.0,0.8426251424691547,0.7505409029346898
113.0,0.8431571288245995,0.7508764890451535
114.0,0.8437530894798093,0.7510448224966985
115.0,0.8441606911713613,0.7512374737823351
116.0,0.8446217298297573,0.7516987020356054
117.0,0.8451196657041613,0.7519961902059923
118.0,0.8455955669672113,0.7520328020562079
119.0,0.8460512983406492,0.7523038108072507
120.0,0.8465402747236063,0.7524182397265594
121.0,0.8469515948247859,0.7527180245812773
122.0,0.847442457997198,0.752868795152645
123.0,0.8479394449599462,0.752972956542004
124.0,0.8483269539988815,0.7530809007055549
125.0,0.8487249341675988,0.7532927360603082
126.0,0.8491033733765225,0.7534306722192388
127.0,0.8495517230999876,0.7535687434772477
128.0,0.8500830143224753,0.753701410772125
129.0,0.8504802772905227,0.7537358610370881
130.0,0.8508480688279608,0.7538489389656139
131.0,0.8513455302465369,0.7540329439102402
132.0,0.8518870939893906,0.7542507236244381
133.0,0.8522773283908718,0.7542801752235045
134.0,0.8527671212792071,0.7544678278432445
135.0,0.8531716114232368,0.7546923625113567
136.0,0.8535715114829786,0.754679257900763
137.0,0.8539839349698043,0.7547266776772416
138.0,0.8544355176132127,0.7550445658084498
139.0,0.8547872659233555,0.7552835560779386
140.0,0.8552506216916085,0.7555445674971882
141.0,0.855619185598999,0.7557107393634807
142.0,0.8559808533461009,0.7558552953772473
143.0,0.8564389680325345,0.7559294647712266
144.0,0.8568143398293618,0.7560857744048042
145.0,0.8571476395315006,0.756158322609844
146.0,0.8575954154944297,0.7565193073470257
147.0,0.8580510806647289,0.7566515693446682
148.0,0.8584583182390177,0.7567963955565913
149.0,0.8588102761924333,0.7571892636762486
150.0,0.8592519725004519,0.7574050169042722
151.0,0.8596700122202167,0.7575637583212589
152.0,0.8601001009112377,0.7577545182197994
153.0,0.8605390056535716,0.7579275801390845
154.0,0.8609631360621032,0.7579986422542632
155.0,0.8613539442241204,0.7580233653855897
156.0,0.8616951662351987,0.7582326338578556
157.0,0.8620630460434886,0.7582984271089811
158.0,0.8624968531441372,0.7582661384292706
159.0,0.8628574064717364,0.758387997797885
160.0,0.8631537648224414,0.7584540612471672
161.0,0.8635593362844044,0.7585733537332942
162.0,0.8639695198983685,0.7586533323876398
163.0,0.8644023670535048,0.7588215307401065
164.0,0.8647500218029004,0.7589352841640238
165.0,0.8650166439104411,0.7589629794750725
166.0,0.8653033697044551,0.7590071568736723
167.0,0.8656288353685061,0.7591024017238642
168.0,0.8660392396595994,0.7592860013712557
169.0,0.8664462455229024,0.7592239908943221
170.0,0.8668315588244018,0.7593223430233147
171.0,0.8671715119419869,0.7593182900509662
172.0,0.867418306209466,0.7593334211477342
173.0,0.8677410134094016,0.7595436353135481
174.0,0.8681325277382325,0.7596095636637519
175.0,0.8684321079750242,0.7597418256613945
176.0,0.8687910062241543,0.7597639819102334
177.0,0.869127053356552,0.7597677646844254
178.0,0.8693876399446083,0.759814238767356
179.0,0.8697897688433552,0.7598415287811698
180.0,0.8700950315162249,0.7600974064354445
181.0,0.8704978003786467,0.7600124291152024
182.0,0.8709111727771282,0.7602614167164845
183.0,0.8712403678846632,0.7603831409860207
184.0,0.8714983504825944,0.7604362349237872
185.0,0.8718956244844982,0.7605467459698256
186.0,0.8723076397186349,0.7605135115965671
187.0,0.8726852403544675,0.7606550954306114
188.0,0.8730290111863885,0.7606976516402717
189.0,0.8733041293634047,0.7607872223291756
190.0,0.8737343725284161,0.7609724431655065
191.0,0.8740065556996136,0.7610127026908359
192.0,0.8743214619630307,0.7610641754396631
193.0,0.8746513191019536,0.7611075422437931
194.0,0.875036301387759,0.7613082994741268
195.0,0.8753978477624398,0.7613084345732051
196.0,0.8757186681729204,0.7613108663566143
197.0,0.8760519789089157,0.7614003019464399
198.0,0.8764670946567182,0.7615066249210515
199.0,0.8768186112558753,0.7616076790316098
200.0,0.8771405019504327,0.761617676363403
201.0,0.8774021367548528,0.7616644206444901
202.0,0.8777707337638126,0.7618436971213763
203.0,0.8780780487339841,0.7619067883909362
204.0,0.8784767902387973,0.7619381313770986
205.0,0.8787544572366562,0.7620379695959524
206.0,0.8790839723260288,0.7621197045383158
207.0,0.879311247701427,0.7623705835266938
208.0,0.8796569273905159,0.7626020082477988
209.0,0.8799278306343638,0.7626147075611577
210.0,0.8802734441203138,0.7625995764643896
211.0,0.8805550281372166,0.7626683418952375
212.0,0.8808530746679604,0.7626279472708297
213.0,0.881231679384731,0.7625610732270779
214.0,0.881574589575848,0.7625680983791489
215.0,0.8819133069015095,0.7625158150358519
216.0,0.8822000106278105,0.7625579659482773
217.0,0.8824629584611495,0.762625245289264
218.0,0.8827833706189411,0.7627676397177781
219.0,0.8830760546954444,0.7627311629666407
220.0,0.8834005935155527,0.7628626143698135
221.0,0.8837306933993175,0.7629787995771399
222.0,0.8840996434916841,0.7631132231600349
223.0,0.8844010222470793,0.7631021450356155
224.0,0.8847353591317255,0.7631097105839996
225.0,0.8850783024244119,0.763130650941134
226.0,0.8853691107453167,0.7630987675586584
227.0,0.8856163353331977,0.7630897159204131
228.0,0.8859265301399057,0.7632338666369449
229.0,0.8862733683839231,0.763248052040165
230.0,0.8865761594729453,0.7633799087405726
231.0,0.8869237811207715,0.7635571587312846
232.0,0.8871652350017231,0.7636757757220202
233.0,0.8874842127581746,0.763653079076868
234.0,0.8877769740716731,0.7637961490007734
235.0,0.8880776797618241,0.7638432985790955
236.0,0.8883666895641256,0.7638146575744987
237.0,0.8887033766601982,0.7639469195721412
238.0,0.88900080529498,0.7640945828647084
239.0,0.8892989511304318,0.7640281141181914
240.0,0.8896095431559725,0.7640028505905518
241.0,0.8898603427133471,0.7640082545536833
242.0,0.8901089906687117,0.7639997433117512
243.0,0.8903472888667152,0.7639382732311308
244.0,0.8906537873315086,0.764050540565187
245.0,0.8909109203224923,0.7639671844338842
246.0,0.8911757880468556,0.7640628345813111
247.0,0.8914167895396923,0.7641937455881708
248.0,0.8916971487985278,0.7643434353669122
249.0,0.8919726310928072,0.7643653214175946
250.0,0.8922451452796986,0.7644577291871426
251.0,0.8925336806261722,0.7645935037608206
252.0,0.8928895114632058,0.7646433553207084
253.0,0.8931486526160656,0.764654028147893
254.0,0.8934367907437066,0.7645759408806433
255.0,0.8937443594925768,0.7646776704865931
256.0,0.8940085100162701,0.7647092836709122
257.0,0.8942886927334023,0.7648008808459904
258.0,0.8945938009322815,0.7648689707814469
259.0,0.8948286455332124,0.7649173362514734
260.0,0.895074424685897,0.7649821838090509
261.0,0.8953212520549454,0.7649535428044543
262.0,0.8955655526708641,0.7649019349565488
263.0,0.8957970650471437,0.7649909652491396
264.0,0.896036268021377,0.7648673495925074
265.0,0.896316108688959,0.7649107163966374
266.0,0.8965994250213263,0.764902070055627
267.0,0.8969230259636353,0.76490814951415
268.0,0.8972032086807674,0.7648977468851219
269.0,0.8974608271614354,0.7648585681524188
270.0,0.8977144624199207,0.7649246316017009
271.0,0.8979216672104151,0.7649593520648206
272.0,0.8982030195163322,0.7650083930302386
273.0,0.8985107868746187,0.7649089601086196
274.0,0.8988130152369613,0.7649411136892519
275.0,0.899055451131138,0.7649952884196447
276.0,0.8993011530468273,0.7649355746270421
277.0,0.8995510036925463,0.7650817518297481
278.0,0.8998087876810612,0.7649890738620436
279.0,0.9000900517161265,0.7650909385670717
280.0,0.9003279085598717,0.7650658101385104
281.0,0.90061062906399,0.7650500035463508
282.0,0.9008944970891803,0.76506662073298
283.0,0.9011296837396617,0.7651008007997866
284.0,0.9014188921513796,0.7651541649357098
285.0,0.9016810565809098,0.7652030708020494
286.0,0.9019449753936174,0.765246707804336
287.0,0.9021276960566232,0.765233468094664
288.0,0.9023776239393374,0.7652472482006492
289.0,0.902607106086028,0.7652576508296772
290.0,0.902872371029224,0.7652825090600819
291.0,0.9031418178040189,0.7653581645439224
292.0,0.9034013672095678,0.7653847790623448
293.0,0.9036353511696947,0.7654246332904394
294.0,0.9038896153579983,0.7655259575991543
295.0,0.9041380647039466,0.7656340368617836
296.0,0.9043976472110647,0.7656348474562532
297.0,0.9046411092538924,0.7656253905207732
298.0,0.904900559354733,0.76567767386407
299.0,0.9051722460023897,0.765649843453943
300.0,0.9054518770266987,0.7656568686060139
301.0,0.9057448810850395,0.7656282276014172
302.0,0.9059433360273598,0.7656122859101794
303.0,0.9062033929903057,0.765752113456206
304.0,0.9064091413117472,0.7657467094930744
305.0,0.9066378731561985,0.7658304709216122
306.0,0.9068914753131143,0.7658576258363478
307.0,0.9071346835772434,0.765923283988395
308.0,0.9074042848260288,0.7659840785736239
309.0,0.907681841485323,0.7660858081795737
310.0,0.907915251684914,0.7660687856957096
311.0,0.9081389520908187,0.7660192043339784
312.0,0.9083790819089949,0.766156194799361
313.0,0.9086182628155154,0.7661790265435914
314.0,0.9088736634910345,0.7662325257785929
315.0,0.9091089825477934,0.7663041282900848
316.0,0.9093525769968985,0.7661928066495767
317.0,0.909581507450766,0.766150520638073
318.0,0.9098092462481358,0.76613498424407
319.0,0.9100568570209929,0.7661461974675677
320.0,0.9102540320359637,0.7661422795942975
321.0,0.9104755587721454,0.7661276888938425
322.0,0.910763950678485,0.7660926982325663
323.0,0.9109838995731928,0.7660283910713019
324.0,0.9112391457747215,0.7659842136727022
325.0,0.9114481159822498,0.7660490612302797
326.0,0.9116610914796737,0.7660458188524009
327.0,0.9119132371675367,0.766126473002138
328.0,0.9120921952854891,0.766172271589677
329.0,0.9123264550920277,0.7661783510482
330.0,0.9125436565564764,0.7661956437302206
331.0,0.9128300734025094,0.7662369840481763
332.0,0.9130686915823504,0.7664269333522472
333.0,0.9132839621219183,0.7663943744743802
334.0,0.9134905159148815,0.7664096406702265
335.0,0.9137078387517513,0.766393834078067
336.0,0.9139073529442919,0.7664066684905042
337.0,0.9141786534069725,0.7664463876195204
338.0,0.9144450769050968,0.7664609783199754
339.0,0.9146465330563747,0.7665139371586638
340.0,0.9149131220623461,0.7665451450457479
341.0,0.9151372858902221,0.7664846206586755
342.0,0.9153723622021388,0.7665282576609621
343.0,0.9155932931100716,0.7665573039627938
344.0,0.9158326505582954,0.7664765147139784
345.0,0.9159985114886279,0.7665613569351423
346.0,0.916169933482617,0.7665138020595854
347.0,0.9163541878516711,0.7665170444374644
348.0,0.916579399895911,0.7664509809881822
349.0,0.9167578614903227,0.7664569253476268
350.0,0.9169343480244277,0.7664454419259724
351.0,0.9171206215892143,0.766360869902965
352.0,0.917313780280433,0.7664359849904924
353.0,0.917533927784557,0.7664320671172221
354.0,0.9177264685798138,0.7664172062186105
355.0,0.9179500917487232,0.7663500619767022
356.0,0.918196687406786,0.7663630314882177
357.0,0.9183814162316679,0.7663516831656416
358.0,0.9185652402803199,0.7662569787117628
359.0,0.9187202328620376,0.7661429550896889
360.0,0.9189525838114083,0.7661913205597155
361.0,0.9191605609718551,0.7662256357256002
362.0,0.9193069912809584,0.7662929150665869
363.0,0.9195406221576786,0.766283052833872
364.0,0.9197203747132963,0.7661733523823033
365.0,0.9199368920786444,0.766241982714073
366.0,0.9201314631034901,0.7663338500873078
367.0,0.9203453323432874,0.7663058845781024
368.0,0.9205696396112976,0.7662815667440109
369.0,0.9207763368443947,0.7662911587785692
370.0,0.9209886723781439,0.7662918342739606
371.0,0.9211652140815312,0.7662918342739606
372.0,0.9214039205322238,0.7662661654490862
373.0,0.9215905471804171,0.7662223933477214
374.0,0.9218065459545116,0.7662481972716741
375.0,0.9219690305247666,0.7662459005873432
376.0,0.9221787620683909,0.7662426582094644
377.0,0.9223663376282399,0.7662250953292871
378.0,0.9225834728895499,0.7661563298984393
379.0,0.9228026273465924,0.7661683537164068
380.0,0.9230366223405758,0.7660631115344215
381.0,0.9232844096551364,0.7661663272302325
382.0,0.9234702197979515,0.7661853762002708
383.0,0.9236278274036506,0.7661780808500434
384.0,0.9237806352817888,0.766094454520584
385.0,0.9239739374131415,0.7661325524606608
386.0,0.9241834262119235,0.7660909419445486
387.0,0.9243949452402944,0.7660799989192074
